date,soy_tonnes,corn_tonnes,wheat_tonnes,soy_yoy_pct,corn_yoy_pct,wheat_yoy_pct
2017-01-01,37785927.0,43462323.0,18518045.0,,,
2018-01-01,55263891.0,56860704.0,19459727.0,46.255220892159144,30.827576795653556,5.085212828892027
2019-01-01,48780412.0,58395811.0,19776942.0,-11.731853987624575,2.699767839666567,1.6301102271373047
2020-01-01,46217911.0,60525805.0,17644277.0,-5.253135213372118,3.6475116340108693,-10.783593338140951
2021-01-01,43861066.0,59037179.0,22150287.0,-5.099419140774231,-2.4594897994334786,25.538082404850027
2022-01-01,25044982.0,41409448.0,12555860.0,-42.899285667156384,-29.85869463715398,-43.31513627791821
2023-01-01,48213216.0,57494500.0,15853154.0,92.50649092101564,38.843917938727415,26.260996857244344
2024-01-01,51107839.0,51690953.0,18510280.0,6.003795722732952,-10.094090739114181,16.760866638903526
