date,ext_debt_pct_gni
2017,36.0210140421607
2018,54.8960712180333
2019,65.2499452681964
2020,68.0983401439473
2021,51.6176877458835
2022,40.0821942544545
2023,39.9528949452964
2024,39.0583452380588
