date,food_mom,food_yoy,alcohol_tobacco_mom,alcohol_tobacco_yoy,clothing_mom,clothing_yoy,housing_mom,housing_yoy,household_equipment_mom,household_equipment_yoy,health_mom,health_yoy,transport_mom,transport_yoy,communication_mom,communication_yoy,recreation_mom,recreation_yoy,education_mom,education_yoy,restaurants_mom,restaurants_yoy,misc_goods_mom,misc_goods_yoy
2024-12-01,2.2097718363609964,94.73876014186916,2.5012594802110044,125.37956998467337,1.5509065923212884,84.4999240851448,5.2829844513587965,248.17230949092144,0.946926188961239,85.65345391094306,2.1050386604844373,119.0350660957638,2.243867182893644,137.7836271617766,5.045007004409707,186.43613588875155,2.7912340056739593,110.66571120260807,2.2197879484066263,169.417178743029,4.583067137414298,126.25788104757541,2.1408186567451803,145.29782222551302
2025-01-01,1.8498320946717328,64.73972876550636,2.4233449747654623,90.74788950428976,-0.6596328091311943,63.7454003999812,4.0308541544919585,217.70263678563788,1.6165215649471598,54.219925258887905,2.377574759742984,86.16446229895291,1.2285624409013929,90.59886745727519,2.34729437197454,134.33887808570134,2.4627517339272265,74.06101826755958,0.5452799286285392,168.5753508309631,5.338163035683685,99.52997795852725,2.4695425295029994,74.11247133493237
2025-02-01,3.24397534622225,51.99897126667654,1.3083664420051822,64.22134679045357,0.4197559569172782,53.35054240715667,3.7490861796434904,174.17550671877345,1.0126847458599597,41.19905791634817,2.054207501548855,67.28080278983045,1.7282663955849653,59.43530822697451,2.2850494732028714,92.19672717921092,2.929144631995828,65.00482028255617,2.338242736370888,150.02203052552957,2.2590018681321933,83.55140532971765,2.925258650592144,53.70948149553016
2025-03-01,5.904386192178812,45.61159152464964,0.7916436689913375,47.384137007230805,4.587724814915961,44.58969474823922,2.8683670815885964,149.03347997769524,1.4816426344097744,36.42955816961167,1.8426132482451507,51.82396434062788,1.7066274048031849,43.54362946148051,2.5040267531099225,69.91681789975874,0.16076161771230169,52.3125766957999,21.643693542347677,99.15890499397267,3.8911876282032187,76.05803179397037,3.1568104536440433,44.71750093910525
2025-04-01,2.9490528977209607,41.39734893057645,2.844438966721108,43.69189325398046,3.83564501973086,36.94850639306657,1.8790333970962303,87.05746095325888,0.9347819507585342,29.300574975770143,2.4996892033947393,42.59603781561274,1.6703079511570351,37.34813676029005,2.794401759619225,52.989026994076326,3.982578370073142,47.82116426478116,2.480902041534594,87.95214256556807,4.118910864333958,70.85870012712809,2.544081497489703,40.42057067702365
2025-05-01,0.505491972583183,35.54149483030993,0.5835608618958599,35.47729082498823,0.9254670254228214,33.48095514106815,2.4474886988046674,86.91083235202936,1.390347455159202,26.998400566112622,2.7404137858360933,45.50539151310859,0.3637293911539885,32.57316124292362,4.1264009516498446,47.2113797611688,1.7086934044031832,43.796119256647174,1.8707402770276715,77.87893799098788,3.0117055626947,66.75362587765619,2.579326577819785,38.10431166553039
2025-06-01,0.5634676072354239,32.32804895032657,2.794094911163625,36.44519350816091,0.48651580455587595,30.576807161308572,3.4421203183247817,69.19628018202172,1.8975268653628863,26.516042699608544,2.1550933981183906,41.907300184318274,1.6174617216804688,29.623565652273065,1.7899325390360765,42.28725656621091,2.469147314229736,39.51235859519353,3.6939329199761284,74.4436951407177,2.098958265567008,60.19903678831977,0.9982116890337789,35.74318474558859
2025-07-01,1.8969689223154784,30.649541534600576,0.6357194640130182,29.397337990930694,-0.9223113504577718,27.295507824021705,1.4855446816497198,61.98194703657467,1.5389280075779332,24.174664241901823,1.139316307046645,35.592397453926196,2.77660813669649,29.834375446966565,2.2869263103735937,40.564907404206906,4.808756723801921,38.37971733296111,1.9194718338521266,70.63669517888552,2.755039758353295,54.61412207203287,2.1422511147583645,34.02154010338316
2025-08-01,1.3783888106927655,27.81529994825258,3.4524609295915276,29.913433208881045,-0.2576534056030755,24.40962424394124,2.672961046196254,55.36012531980965,0.9346720846966639,20.210771702228957,1.7206071414675783,32.4433234738543,3.5694874301125834,27.94238199342476,1.8827197765543646,36.58330679628441,0.5349600704251278,34.18316370694647,2.538563088229795,64.18426488736324,3.422754383407467,52.51998716710629,2.24940359809922,33.990425915879044
2025-09-01,1.8615428843092863,27.26274765167056,1.580138246986662,29.127123903859562,2.0526146691612013,19.729785578757042,3.128249512206116,49.31005903289758,2.2088451179254065,19.643352437615857,2.281267747976612,31.09309143953347,2.96768636997069,27.390163828960603,2.16291873911838,35.500106597665734,1.3365947046051652,33.137952937606464,3.0655646785288093,62.22446914762012,1.0728496272369936,48.71870022173894,2.1419504744449425,32.43414125335391
2025-10-01,2.285837593872375,28.62826626270345,2.380285301038332,28.354031786299316,2.4161354480855213,17.426155052555092,2.803062936894918,45.63882339915764,1.6314009674320173,18.4985358977221,1.82644568988517,28.894700612077507,3.4560650642252,30.208081984196,2.2155516789900576,35.70673709969938,1.611432097111809,31.51673567911779,1.6937803629692327,59.46742181228666,2.220742161087963,45.80897644153894,2.4435440977494505,31.964918844667565
2025-11-01,2.8140658355875647,31.05956787681736,1.1647804953908825,24.859457689365307,0.5202218256049607,15.841952940345072,3.4311819292475176,44.20007509497523,1.12040886083562,18.045678015040757,2.397368250430487,28.236242448546633,3.027753424432267,29.720243244533684,2.6826077370115886,37.235930420452526,2.443607547820692,30.79112569134772,2.229557932462911,55.09536490137321,2.454452138142571,44.17451107032644,2.504388066751151,32.24995679812261
2025-12-01,3.132767528049163,32.24308892702075,2.820154145895648,25.247911599291186,1.0907383153909045,15.317026145798462,3.407451728262423,41.63126532079442,1.997794779742379,19.27454649065199,2.0945657129072925,28.22308921475649,4.003676878509288,31.95297316828547,3.308156038749255,34.96682344363003,2.5405321006517934,30.47213366164796,0.36426513365652724,52.28002949702135,3.1860786584352097,42.24867224726869,2.640281743411288,32.89665194412328
2026-01-01,4.677060473453776,35.91399742262571,1.509167302821468,24.130013679926265,-0.458705145678695,15.55026849505663,3.0104811853671976,40.242093657341016,1.8309862042982017,19.526278907811403,2.3392966910322333,28.17514773703753,1.8404489263576629,32.75057652301636,3.6286267777450476,36.65653459470062,1.0303360211610268,28.6481504953517,0.6249123151976121,52.40063607531389,4.137246838323794,40.62695482186784,2.728310014470292,33.23225734974176
2026-02-01,3.322907523685248,36.01790651493151,0.6224026463521382,23.289523419064206,-0.010349810297771711,15.05535754442362,6.750741537700677,44.29956006357827,2.562601655011121,21.36026442391985,2.4669461024820816,28.693527453528823,1.9767320936647126,33.07481250810645,1.8432010655035747,36.06620910213496,2.3442597041966273,27.917119799594946,1.1652154818303728,50.65378079476959,3.000645357426679,41.646865671354135,3.274044155129152,33.683744970074954
2026-03-01,3.3524287627210603,32.74030943372863,2.133752833338498,24.931207126417277,3.106646044312633,13.42604542577126,3.7113227390990655,45.48202396363599,1.28999515067576,21.131076280149586,2.648478481496186,29.711859919786733,4.1265815857697286,36.241124843177744,2.916598885564725,36.613866865663795,3.5587747373517997,32.256783798602086,12.12773572760366,38.86841830760015,3.447783774483737,41.042321941132,1.6888145070390603,31.781328688687193
